"Name","Product_Group__c","Cost_Category__c","Cost_Type__c","ProductCode","Unique_ProductCode__c","IsActive","Product_Category__c","Manual_Processing__c","Product_Name_EN__c"
"LAMI 4+4ka IG-49 Opal+Blue","LG","FactoryPurchase","tuotteet","LG-23950219","LG23950219","true","Product Options","false","LAMI 4+4ka IG-49 Opal+Blue"
"LAMI 4+4ka IG-88 Clear","LG","FactoryPurchase","tuotteet","LG-23950214","LG23950214","true","Product Options","false","LAMI 4+4ka IG-88 Clear"
"LAMI 4+4ka IG-53 2xBlue","LG","FactoryPurchase","tuotteet","LG-23950220","LG23950220","true","Product Options","false","LAMI 4+4ka IG-53 2xBlue"
"LAMI 4ka+4st IG-70 Blue","LG","FactoryPurchase","tuotteet","LG-23950221","LG23950221","true","Product Options","false","LAMI 4ka+4st IG-70 Blue"
"LAMI 4+4ka IG-71 Blue","LG","FactoryPurchase","tuotteet","LG-23950222","LG23950222","true","Product Options","false","LAMI 4+4ka IG-71 Blue"
"Z Laminoitu lasi 3+3 sininen IG 49","LG","FactoryPurchase","tuotteet","LG-23952017","LG23952017","true","Product Options","false",""
"Z Laminoitu lasi 3+3 sininen IG 53","LG","FactoryPurchase","tuotteet","LG-23952018","LG23952018","true","Product Options","false",""
"Z Laminoitu lasi 3+3 sininen IG 71","LG","FactoryPurchase","tuotteet","LG-23952019","LG23952019","true","Product Options","false",""
"Z Laminoitu lasi 3+4 IG 87","LG","FactoryPurchase","tuotteet","LG-23952025","LG23952025","true","Product Options","false",""
"Z Laminoitu lasi 3+3 IG 50 vihreä","LG","FactoryPurchase","tuotteet","LG-23952026","LG23952026","true","Product Options","false",""
"LAMI 5+5ka IG-20 2xGrey GROOVE","LG","FactoryPurchase","tuotteet","LG-23952201","LG23952201","true","Product Options","false","LAMI 5+5ka IG-20 2xGrey GROOVE"
"LAMI 5+5ka IG-27 Opal+Grey GROOVE","LG","FactoryPurchase","tuotteet","LG-23952202","LG23952202","true","Product Options","false","LAMI 5+5ka IG-27 Opal+Grey GROOVE"
"LAMI 5+5ka IG-42 Grey GROOVE","LG","FactoryPurchase","tuotteet","LG-23952204","LG23952204","true","Product Options","false","LAMI 5+5ka IG-42 Grey GROOVE"
"LAMI 5+5ka IG-09 Dark brown GROOVE","LG","FactoryPurchase","tuotteet","LG-23952206","LG23952206","true","Product Options","false","LAMI 5+5ka IG-09 Dark brown GROOVE"
"LAMI 5+5ka IG-28 Mid brown GROOVE","LG","FactoryPurchase","tuotteet","LG-23952207","LG23952207","true","Product Options","false","LAMI 5+5ka IG-28 Mid brown GROOVE"
"LAMI 5+5ka IG-55 Light brown GROOVE","LG","FactoryPurchase","tuotteet","LG-23952208","LG23952208","true","Product Options","false","LAMI 5+5ka IG-55 Light brown GROOVE"
"LAMI 5+5ka IG-50 Opal+Green GROOVE","LG","FactoryPurchase","tuotteet","LG-23952209","LG23952209","true","Product Options","false","LAMI 5+5ka IG-50 Opal+Green GROOVE"
"LAMI 5+5ka IG-56 2xGreen GROOVE","LG","FactoryPurchase","tuotteet","LG-23952210","LG23952210","true","Product Options","false","LAMI 5+5ka IG-56 2xGreen GROOVE"
"LAMI 5+5ka IG-73 Green GROOVE","LG","FactoryPurchase","tuotteet","LG-23952212","LG23952212","true","Product Options","false","LAMI 5+5ka IG-73 Green GROOVE"
"LAMI 4+4ka IG-20 2xGrey","LG","FactoryPurchase","tuotteet","LG-23950201","LG23950201","true","Product Options","false","LAMI 4+4ka IG-20 2xGrey"
"LAMI 4+4ka IG-27 Opal+Grey","LG","FactoryPurchase","tuotteet","LG-23950202","LG23950202","true","Product Options","false","LAMI 4+4ka IG-27 Opal+Grey"
"LAMI 4ka+4st IG-41 Grey","LG","FactoryPurchase","tuotteet","LG-23950203","LG23950203","true","Product Options","false","LAMI 4ka+4st IG-41 Grey"
"LAMI 4+4ka IG-42 Grey","LG","FactoryPurchase","tuotteet","LG-23950204","LG23950204","true","Product Options","false","LAMI 4+4ka IG-42 Grey"
"LAMI 4ka+4st IG-08 Dark brown","LG","FactoryPurchase","tuotteet","LG-23950205","LG23950205","true","Product Options","false","LAMI 4ka+4st IG-08 Dark brown"
"LAMI 4+4ka IG-09 Dark brown","LG","FactoryPurchase","tuotteet","LG-23950206","LG23950206","true","Product Options","false","LAMI 4+4ka IG-09 Dark brown"
"LAMI 4+4ka IG-28 Mid brown","LG","FactoryPurchase","tuotteet","LG-23950207","LG23950207","true","Product Options","false","LAMI 4+4ka IG-28 Mid brown"
"LAMI 4+4 IG-71 Blue","LG","FactoryPurchase","tuotteet","LG-23950022","LG23950022","true","Product Options","false","LAMI 4+4 IG-71 Blue"
"LAMI 4+4 True Blue","LG","FactoryPurchase","tuotteet","LG-23950023","LG23950023","true","Product Options","false","LAMI 4+4 True Blue"
"LAMI 4+4 Deep Red","LG","FactoryPurchase","tuotteet","LG-23950028","LG23950028","true","Product Options","false","LAMI 4+4 Deep Red"
"LAMI 4+4 Polar White","LG","FactoryPurchase","tuotteet","LG-23950029","LG23950029","true","Product Options","false","LAMI 4+4 Polar White"
"LAMI 6+4st IG-08 Dark brown","LG","FactoryPurchase","tuotteet","LG-23950045","LG23950045","true","Product Options","false","LAMI 6+4st IG-08 Dark brown"
"LAMI 6+4st IG-41 Grey","LG","FactoryPurchase","tuotteet","LG-23950046","LG23950046","true","Product Options","false","LAMI 6+4st IG-41 Grey"
"LAMI 6+4st IG-70 Blue","LG","FactoryPurchase","tuotteet","LG-23950047","LG23950047","true","Product Options","false","LAMI 6+4st IG-70 Blue"
"LAMI 6+4st IG-72 Green","LG","FactoryPurchase","tuotteet","LG-23950048","LG23950048","true","Product Options","false","LAMI 6+4st IG-72 Green"
"LAMI 6ka+4st IG-08 Dark brown","LG","FactoryPurchase","tuotteet","LG-23950245","LG23950245","true","Product Options","false","LAMI 6ka+4st IG-08 Dark brown"
"LAMI 6ka+4st IG-41 Grey","LG","FactoryPurchase","tuotteet","LG-23950246","LG23950246","true","Product Options","false","LAMI 6ka+4st IG-41 Grey"
"LAMI 6ka+4st IG-70 Blue","LG","FactoryPurchase","tuotteet","LG-23950247","LG23950247","true","Product Options","false","LAMI 6ka+4st IG-70 Blue"
"LAMI 6ka+4st IG-72 Green","LG","FactoryPurchase","tuotteet","LG-23950248","LG23950248","true","Product Options","false","LAMI 6ka+4st IG-72 Green"
"LAMI 6ka+4st IG-87 Clear","LG","FactoryPurchase","tuotteet","LG-23950249","LG23950249","true","Product Options","false","LAMI 6ka+4st IG-87 Clear"
"LAMI 4+6ka (Special)","LG","FactoryPurchase","tuotteet","LG-23950294","LG23950294","true","Product Options","false","LAMI 4+6ka (Special)"
"LAMI 4+4ka (Special)","LG","FactoryPurchase","tuotteet","LG-23950299","LG23950299","true","Product Options","false","LAMI 4+4ka (Special)"
"LAMI 4ka+4ka IG-20 2xGrey","LG","FactoryPurchase","tuotteet","LG-23950301","LG23950301","true","Product Options","false","LAMI 4ka+4ka IG-20 2xGrey"
"LAMI 4ka+4ka IG-27 Opal+Grey","LG","FactoryPurchase","tuotteet","LG-23950302","LG23950302","true","Product Options","false","LAMI 4ka+4ka IG-27 Opal+Grey"
"LAMI 4kst+4ka IG-41 Grey","LG","FactoryPurchase","tuotteet","LG-23950303","LG23950303","true","Product Options","false","LAMI 4kst+4ka IG-41 Grey"
"LAMI 4ka+4ka IG-42 Grey","LG","FactoryPurchase","tuotteet","LG-23950304","LG23950304","true","Product Options","false","LAMI 4ka+4ka IG-42 Grey"
"LAMI 4ka+4kst IG-08 Dark brown","LG","FactoryPurchase","tuotteet","LG-23950305","LG23950305","true","Product Options","false","LAMI 4ka+4kst IG-08 Dark brown"
"LAMI 4ka+4ka IG-09 Dark brown","LG","FactoryPurchase","tuotteet","LG-23950306","LG23950306","true","Product Options","false","LAMI 4ka+4ka IG-09 Dark brown"
"LAMI 5+5ka IG-49 Opal+Blue GROOVE","LG","FactoryPurchase","tuotteet","LG-23952219","LG23952219","true","Product Options","false","LAMI 5+5ka IG-49 Opal+Blue GROOVE"
"LAMI 5+5ka IG-53 2xBlue GROOVE","LG","FactoryPurchase","tuotteet","LG-23952220","LG23952220","true","Product Options","false","LAMI 5+5ka IG-53 2xBlue GROOVE"
"LAMI 5+5ka IG-71 Blue GROOVE","LG","FactoryPurchase","tuotteet","LG-23952222","LG23952222","true","Product Options","false","LAMI 5+5ka IG-71 Blue GROOVE"
"LAMI 4ka+4ka IG-28 Mid brown","LG","FactoryPurchase","tuotteet","LG-23950307","LG23950307","true","Product Options","false","LAMI 4ka+4ka IG-28 Mid brown"
"LAMI 4ka+4ka IG-55 Light brown","LG","FactoryPurchase","tuotteet","LG-23950308","LG23950308","true","Product Options","false","LAMI 4ka+4ka IG-55 Light brown"
"LAMI 4ka+4ka IG-50 Opal+Green","LG","FactoryPurchase","tuotteet","LG-23950309","LG23950309","true","Product Options","false","LAMI 4ka+4ka IG-50 Opal+Green"
"LAMI 4ka+4ka IG-56 2xGreen","LG","FactoryPurchase","tuotteet","LG-23950310","LG23950310","true","Product Options","false","LAMI 4ka+4ka IG-56 2xGreen"
"LAMI 5+5ka True Blue GROOVE","LG","FactoryPurchase","tuotteet","LG-23952223","LG23952223","true","Product Options","false","LAMI 5+5ka True Blue GROOVE"
"LAMI 5+5ka Deep Red GROOVE","LG","FactoryPurchase","tuotteet","LG-23952228","LG23952228","true","Product Options","false","LAMI 5+5ka Deep Red GROOVE"
"LAMI 5+5ka Polar White GROOVE","LG","FactoryPurchase","tuotteet","LG-23952229","LG23952229","true","Product Options","false","LAMI 5+5ka Polar White GROOVE"
"LAMI 6t+4st IG-08 Dark brown GROOVE","LG","FactoryPurchase","tuotteet","LG-23952245","LG23952245","true","Product Options","false","LAMI 6t+4st IG-08 Dark brown GROOVE"
"LAMI 4ka+4kst IG-72 Green","LG","FactoryPurchase","tuotteet","LG-23950311","LG23950311","true","Product Options","false","LAMI 4ka+4kst IG-72 Green"
"LAMI 4ka+4ka IG-73 Green","LG","FactoryPurchase","tuotteet","LG-23950312","LG23950312","true","Product Options","false","LAMI 4ka+4ka IG-73 Green"
"LAMI 4ka+4kst IG-87 Clear","LG","FactoryPurchase","tuotteet","LG-23950313","LG23950313","true","Product Options","false","LAMI 4ka+4kst IG-87 Clear"
"LAMI 6t+4st IG-41 Grey GROOVE","LG","FactoryPurchase","tuotteet","LG-23952246","LG23952246","true","Product Options","false","LAMI 6t+4st IG-41 Grey GROOVE"
"LAMI 6t+4st IG-70 Blue GROOVE","LG","FactoryPurchase","tuotteet","LG-23952247","LG23952247","true","Product Options","false","LAMI 6t+4st IG-70 Blue GROOVE"
"LAMI 6t+4st IG-72 Green GROOVE","LG","FactoryPurchase","tuotteet","LG-23952248","LG23952248","true","Product Options","false","LAMI 6t+4st IG-72 Green GROOVE"
"LAMI 4ka+4ka IG-88 Clear","LG","FactoryPurchase","tuotteet","LG-23950314","LG23950314","true","Product Options","false","LAMI 4ka+4ka IG-88 Clear"
"LAMI 4ka+4ka IG 65 Opal","LG","FactoryPurchase","tuotteet","LG-23950316","LG23950316","true","Product Options","false","LAMI 4ka+4ka IG 65 Opal"
"LAMI 4ka+4ka IG-80 Light opal","LG","FactoryPurchase","tuotteet","LG-23950317","LG23950317","true","Product Options","false","LAMI 4ka+4ka IG-80 Light opal"
"LAMI 4ka+4ka IG-49 Opal+Blue","LG","FactoryPurchase","tuotteet","LG-23950319","LG23950319","true","Product Options","false","LAMI 4ka+4ka IG-49 Opal+Blue"
"LAMI 6t+4st IG-87 Clear GROOVE","LG","FactoryPurchase","tuotteet","LG-23952249","LG23952249","true","Product Options","false","LAMI 6t+4st IG-87 Clear GROOVE"
"LAMI 6t+4st (Special) GROOVE","LG","FactoryPurchase","tuotteet","LG-23952294","LG23952294","true","Product Options","false","LAMI 6t+4st (Special) GROOVE"
"LAMI 5+5ka (Special) GROOVE","LG","FactoryPurchase","tuotteet","LG-23952299","LG23952299","true","Product Options","false","LAMI 5+5ka (Special) GROOVE"
"LAMI 4ka+4ka IG-53 2xBlue","LG","FactoryPurchase","tuotteet","LG-23950320","LG23950320","true","Product Options","false","LAMI 4ka+4ka IG-53 2xBlue"
"LAMI 4ka+4kst IG-70 Blue","LG","FactoryPurchase","tuotteet","LG-23950321","LG23950321","true","Product Options","false","LAMI 4ka+4kst IG-70 Blue"
"LAMI 4ka+4ka IG-71 Blue","LG","FactoryPurchase","tuotteet","LG-23950322","LG23950322","true","Product Options","false","LAMI 4ka+4ka IG-71 Blue"
"LAMI 5ka+5ka IG-20 2xGrey GROOVE","LG","FactoryPurchase","tuotteet","LG-23952301","LG23952301","true","Product Options","false","LAMI 5ka+5ka IG-20 2xGrey GROOVE"
"LAMI 5ka+5ka IG-27 Opal+Grey GROOVE","LG","FactoryPurchase","tuotteet","LG-23952302","LG23952302","true","Product Options","false","LAMI 5ka+5ka IG-27 Opal+Grey GROOVE"
"LAMI 5ka+5ka IG-42 Grey GROOVE","LG","FactoryPurchase","tuotteet","LG-23952304","LG23952304","true","Product Options","false","LAMI 5ka+5ka IG-42 Grey GROOVE"
"LAMI 4+4ka True Blue","LG","FactoryPurchase","tuotteet","LG-23950223","LG23950223","true","Product Options","false","LAMI 4+4ka True Blue"
"LAMI 4+4ka Deep Red","LG","FactoryPurchase","tuotteet","LG-23950228","LG23950228","true","Product Options","false","LAMI 4+4ka Deep Red"
"LAMI 4+4ka Polar White","LG","FactoryPurchase","tuotteet","LG-23950229","LG23950229","true","Product Options","false","LAMI 4+4ka Polar White"
"LAMI 4ka+4ka True Blue","LG","FactoryPurchase","tuotteet","LG-23950323","LG23950323","true","Product Options","false","LAMI 4ka+4ka True Blue"
"LAMI 4ka+4ka Deep Red","LG","FactoryPurchase","tuotteet","LG-23950328","LG23950328","true","Product Options","false","LAMI 4ka+4ka Deep Red"
"LAMI 4ka+4ka Polar White","LG","FactoryPurchase","tuotteet","LG-23950329","LG23950329","true","Product Options","false","LAMI 4ka+4ka Polar White"
"Hintaparametri Teräs Ruuvi_asennus  M12x40 DIN933 A2","LG","Wages","asennus1","LG-PD9390214","LGPD9390214","true","Product Options","false",""
"Hintaparametri Teräs Kuusioruuvi_asennus  M10x40 DIN933 A4","LG","Wages","asennus1","LG-PD9390215","LGPD9390215","true","Product Options","false",""
"Hintaparametri SIVU_asennus","LG","Wages","asennus2","LG-PD9390220","LGPD9390220","true","Product Options","false",""
"hintaparemetri  MALLI yht kpl kehyslasi asennuskuormitus","LG","Manhours","askuormitu","LG-PD9310012","LGPD9310012","true","Services","false",""
"hintaparemetri  MALLI yht kpl kehyslasi rahti","LG","SalesFreight","rahti","LG-PD9310013","LGPD9310013","true","Product Options","false",""
"Hintaparametri HR2_maalauslisä","LG","FactoryPurchase","tuotteet","LG-PD9310014","LGPD9310014","true","Product Options","false",""
"Hintaparametri KOHDE_ asennus","LG","Wages","asennus2","LG-PD9390221","LGPD9390221","true","Product Options","false",""
"Hintaparametri KAIDEJM_ asennus","LG","Wages","asennus2","LG-PD9390222","LGPD9390222","true","Product Options","false",""
"Hintaparametri VERHOUS_KPL_asennus","LG","Wages","asennus2","LG-PD9390223","LGPD9390223","true","Product Options","false",""
"Hintaparametri HR3_maalauslisä","LG","FactoryPurchase","tuotteet","LG-PD9310015","LGPD9310015","true","Product Options","false",""
"Hintaparametri HR4_maalauslisä","LG","FactoryPurchase","tuotteet","LG-PD9310016","LGPD9310016","true","Product Options","false",""
"Hintaparametri HR5_maalauslisä","LG","FactoryPurchase","tuotteet","LG-PD9310017","LGPD9310017","true","Product Options","false",""
"Hintaparametri Tolppa_asennus","LG","Wages","asennus2","LG-PD9390224","LGPD9390224","true","Product Options","false",""
"Hintaparametri Parveke _asennus","LG","Wages","asennus2","LG-PD9390225","LGPD9390225","true","Product Options","false",""
"Hintaparametri_KÄSIJOHDEPUTKI_asennus","LG","Wages","asennus2","LG-PD9390226","LGPD9390226","true","Product Options","false",""
"Hintaparametri_VERHOUSPROFIILI_asennus","LG","Wages","asennus2","LG-PD9390227","LGPD9390227","true","Product Options","false",""
"Hintaparametri HR2_maalauslisä VS","LG","FactoryPurchase","tuotteet","LG-PD9320001","LGPD9320001","true","Product Options","false",""
"Hintaparametri HR3_maalauslisä VS","LG","FactoryPurchase","tuotteet","LG-PD9320002","LGPD9320002","true","Product Options","false",""
"Hintaparametri HR4_maalauslisä VS","LG","FactoryPurchase","tuotteet","LG-PD9320003","LGPD9320003","true","Product Options","false",""
"Hintaparametri  m2 kehyslasi asennus","LG","Wages","asennus","LG-PD9310018","LGPD9310018","true","Product Options","false",""
"Hintaparametri SIVUASENNUS","LG","Wages","asennus2","LG-PD9390228","LGPD9390228","true","Product Options","false",""
"Hintaparametri Kemiallinen ankkuri_asennus  HIT Z R M12x105","LG","Wages","asennus2","LG-PD9390229","LGPD9390229","true","Product Options","false",""
"Hintaparametri Kemiallinen ankkuri_asennus  HIT Z R M12x140","LG","Wages","asennus2","LG-PD9390230","LGPD9390230","true","Product Options","false",""
"Hintaparametri HR5_maalauslisä VS","LG","FactoryPurchase","tuotteet","LG-PD9320004","LGPD9320004","true","Product Options","false",""
"hintaparametri JAKO_JM VS","LG","FactoryPurchase","tuotteet","LG-PD9320005","LGPD9320005","true","Product Options","false",""
"hintaparametri KEHA_JM VS","LG","FactoryPurchase","tuotteet","LG-PD9320006","LGPD9320006","true","Product Options","false",""
"Hintaparametri Kemiallinen ankkuri_asennus  HIT Z R M12x196","LG","Wages","asennus2","LG-PD9390231","LGPD9390231","true","Product Options","false",""
"Hintaparametri Betoniruuvi_asennus HUS HR 10x115","LG","Wages","asennus2","LG-PD9390232","LGPD9390232","true","Product Options","false",""
"Hintaparametri Puu Kansiruuvi_asennus  12x120 ZNK","LG","Wages","asennus2","LG-PD9390233","LGPD9390233","true","Product Options","false",""
"hintaparametri PINTA_ALA VS","LG","FactoryPurchase","tuotteet","LG-PD9320007","LGPD9320007","true","Product Options","false",""
"hintaparametri MALLI 1  väliseinä","LG","FactoryPurchase","tuotteet","LG-PD9320008","LGPD9320008","true","Product Options","false",""
"hintaparametri MALLI 2  väliseinä","LG","FactoryPurchase","tuotteet","LG-PD9320009","LGPD9320009","true","Product Options","false",""
"hintaparametri MALLI 3  väliseinä","LG","FactoryPurchase","tuotteet","LG-PD9320010","LGPD9320010","true","Product Options","false",""
"Hintaparametri Teräs Ruuvi_asennus  M12x40 DIN933 A2","LG","Wages","asennus2","LG-PD9390234","LGPD9390234","true","Product Options","false",""
"Hintaparametri Teräs Kuusioruuvi_asennus  M10x40 DIN933 A4","LG","Wages","asennus2","LG-PD9390235","LGPD9390235","true","Product Options","false",""
"Hintaparametri KAIDEJM_rahti1","LG","SalesFreight","rahti1","LG-PD9390250","LGPD9390250","true","Product Options","false",""
"hintaparametri MALLI 4  väliseinä","LG","FactoryPurchase","tuotteet","LG-PD9320011","LGPD9320011","true","Product Options","false",""
"hintaparametri MALLI 5  väliseinä","LG","FactoryPurchase","tuotteet","LG-PD9320012","LGPD9320012","true","Product Options","false",""
"hintaparametri MALLI 6  väliseinä","LG","FactoryPurchase","tuotteet","LG-PD9320013","LGPD9320013","true","Product Options","false",""
"Hintaparametri KOHDE_rahti1","LG","SalesFreight","rahti1","LG-PD9390251","LGPD9390251","true","Product Options","false",""
"Hintaparametri Asennustarvike Lumonkaide","LG","InstallSupplies","as.tarvike","LG-PD9390260","LGPD9390260","true","Product Options","false",""
"hintaparametri MALLI 7  väliseinä","LG","FactoryPurchase","tuotteet","LG-PD9320014","LGPD9320014","true","Product Options","false",""
"hintaparametri MALLI 8  väliseinä","LG","FactoryPurchase","tuotteet","LG-PD9320015","LGPD9320015","true","Product Options","false",""
"hintaparametri MALLI 9  väliseinä","LG","FactoryPurchase","tuotteet","LG-PD9320016","LGPD9320016","true","Product Options","false",""
"Price parameter Canada Cover Colour White","LG","FactoryPurchase","tuotteet","LG-PD9800009","LGPD9800009","true","Product Options","false","Price parameter Canada Cover Colour White"
"Price parameter Canada Cover Colour Sandlewood","LG","FactoryPurchase","tuotteet","LG-PD9800010","LGPD9800010","true","Product Options","false","Price parameter Canada Cover Colour Sandlewood"
"Price parameter Canada Cover Colour Cream","LG","FactoryPurchase","tuotteet","LG-PD9800011","LGPD9800011","true","Product Options","false","Price parameter Canada Cover Colour Cream"
"Price parameter Canada Cover Colour Brown","LG","FactoryPurchase","tuotteet","LG-PD9800012","LGPD9800012","true","Product Options","false","Price parameter Canada Cover Colour Brown"
"hintaparametri MALLI yht kpl  väliseinä asennus","LG","Wages","asennus","LG-PD9320017","LGPD9320017","true","Product Options","false",""
"hintaparametri MALLI yht kpl väliseinä asennuskuormitus","LG","Manhours","askuormitu","LG-PD9320018","LGPD9320018","true","Services","false",""
"hintaparametri MALLI yht kpl väliseinä rahti","LG","SalesFreight","rahti","LG-PD9320019","LGPD9320019","true","Product Options","false",""
"Price parameter Canada Cover Colour Black","LG","FactoryPurchase","tuotteet","LG-PD9800013","LGPD9800013","true","Product Options","false","Price parameter Canada Cover Colour Black"
"Price parameter Canada Cover Colour Custom RAL","LG","FactoryPurchase","tuotteet","LG-PD9800014","LGPD9800014","true","Product Options","false","Price parameter Canada Cover Colour Custom RAL"
"Price parameter Canada Install Extra profiles","LG","Wages","asennus","LG-PD9810106","LGPD9810106","true","Product Options","false",""
"Hintaparametri HR3_maalauslisä VS E30","LG","FactoryPurchase","tuotteet","LG-PD9340002","LGPD9340002","true","Product Options","false",""
"Hintaparametri HR4_maalauslisä VS E30","LG","FactoryPurchase","tuotteet","LG-PD9340003","LGPD9340003","true","Product Options","false",""
"Hintaparametri HR5_maalauslisä VS E30","LG","FactoryPurchase","tuotteet","LG-PD9340004","LGPD9340004","true","Product Options","false",""
"Hintaparametri HR2_maalauslisä VS E30","LG","FactoryPurchase","tuotteet","LG-PD9340001","LGPD9340001","true","Product Options","false",""
"Price parameter Canada Freight Extra profiles","LG","SalesFreight","rahti","LG-PD9810202","LGPD9810202","true","Product Options","false","Price parameter Canada Freight Extra profiles"
"hintaparemetri  pinta-ala lamilasit","LG","FactoryPurchase","tuotteet","LG-PD9950001","LGPD9950001","true","Product Options","false",""
"VERHOUS_m2 Lamilasi rahti","LG","SalesFreight","rahti","LG-PD9950002","LGPD9950002","true","Product Options","false",""
"hintaparametri JAKO_JM  VS E30","LG","FactoryPurchase","tuotteet","LG-PD9340005","LGPD9340005","true","Product Options","false",""
"hintaparametri KEHA_JM  VS E30","LG","FactoryPurchase","tuotteet","LG-PD9340006","LGPD9340006","true","Product Options","false",""
"hintaparametri PINTA_ALA  VS E300","LG","FactoryPurchase","tuotteet","LG-PD9340007","LGPD9340007","true","Product Options","false",""
"nosturivuokrat","LG","RentedMachinery","nostvuokra","LG-PD9980001","LGPD9980001","true","Additional Costs","false",""
"LAMI 5+5 IG-50 Opal+Green","LG","FactoryPurchase","tuotteet","LG-23951009","LG23951009","true","Product Options","false","LAMI 5+5 IG-50 Opal+Green"
"LAMI 5+5 IG-56 2xGreen","LG","FactoryPurchase","tuotteet","LG-23951010","LG23951010","true","Product Options","false","LAMI 5+5 IG-56 2xGreen"
"LAMI 5+5 IG-73 Green","LG","FactoryPurchase","tuotteet","LG-23951012","LG23951012","true","Product Options","false","LAMI 5+5 IG-73 Green"
"Price parameter Brandvägg","LG","FactoryPurchase","tuotteet","LG-PD9002012","LGPD9002012","true","Product Options","false",""
"Hintaparametri LCE KATTO","LG","FactoryPurchase","tuotteet","LG-PD9002013","LGPD9002013","true","Product Options","false",""
"Price parameter Plexiglas 8mm  1200*2500mm - pris/skiv","LG","FactoryPurchase","tuotteet","LG-PD9002014","LGPD9002014","true","Product Options","false",""
"LAMI 5+5 IG-88 Clear","LG","FactoryPurchase","tuotteet","LG-23951014","LG23951014","true","Product Options","false","LAMI 5+5 IG-88 Clear"
"LAMI 5+5 Opal IG 65","LG","FactoryPurchase","tuotteet","LG-23951016","LG23951016","true","Product Options","false","LAMI 5+5 Opal IG 65"
"LAMI 5+5 IG-80 Light opal","LG","FactoryPurchase","tuotteet","LG-23951017","LG23951017","true","Product Options","false","LAMI 5+5 IG-80 Light opal"
"Price parameter H-list","LG","FactoryPurchase","tuotteet","LG-PD9002016","LGPD9002016","true","Product Options","false",""
"Price parameter AL-rör 100x60x5","LG","FactoryPurchase","tuotteet","LG-PD9002017","LGPD9002017","true","Product Options","false",""
"Price parameter AL-rör 70x70x3,5","LG","FactoryPurchase","tuotteet","LG-PD9002018","LGPD9002018","true","Product Options","false",""
"Price parameter F-list","LG","FactoryPurchase","tuotteet","LG-PD9002015","LGPD9002015","true","Product Options","false",""
"LAMI 5+5 IG-49 Opal+Blue","LG","FactoryPurchase","tuotteet","LG-23951019","LG23951019","true","Product Options","false","LAMI 5+5 IG-49 Opal+Blue"
"LAMI 5+5 IG-53 2xBlue","LG","FactoryPurchase","tuotteet","LG-23951020","LG23951020","true","Product Options","false","LAMI 5+5 IG-53 2xBlue"
"LAMI 5+5 IG-71 Blue","LG","FactoryPurchase","tuotteet","LG-23951022","LG23951022","true","Product Options","false","LAMI 5+5 IG-71 Blue"
"LAMI 5+5 True Blue","LG","FactoryPurchase","tuotteet","LG-23951023","LG23951023","true","Product Options","false","LAMI 5+5 True Blue"
"LAMI 4ka+4ka (Special)","LG","FactoryPurchase","tuotteet","LG-23950399","LG23950399","true","Product Options","false","LAMI 4ka+4ka (Special)"
"LAMI 5+5 IG-20 2xGrey","LG","FactoryPurchase","tuotteet","LG-23951001","LG23951001","true","Product Options","false","LAMI 5+5 IG-20 2xGrey"
"LAMI 5+5 IG-27 Opal+Grey","LG","FactoryPurchase","tuotteet","LG-23951002","LG23951002","true","Product Options","false","LAMI 5+5 IG-27 Opal+Grey"
"LAMI 5+5 Deep Red","LG","FactoryPurchase","tuotteet","LG-23951028","LG23951028","true","Product Options","false","LAMI 5+5 Deep Red"
"LAMI 5+5 Polar White","LG","FactoryPurchase","tuotteet","LG-23951029","LG23951029","true","Product Options","false","LAMI 5+5 Polar White"
"LAMI 5+5 (Special)","LG","FactoryPurchase","tuotteet","LG-23951099","LG23951099","true","Product Options","false","LAMI 5+5 (Special)"
"LAMI 5+5ka IG-80 Light opal","LG","FactoryPurchase","tuotteet","LG-23951217","LG23951217","true","Product Options","false","LAMI 5+5ka IG-80 Light opal"
"LAMI 5+5ka IG-49 Opal+Blue","LG","FactoryPurchase","tuotteet","LG-23951219","LG23951219","true","Product Options","false","LAMI 5+5ka IG-49 Opal+Blue"
"LAMI 5+5ka IG-20 2xGrey","LG","FactoryPurchase","tuotteet","LG-23951201","LG23951201","true","Product Options","false","LAMI 5+5ka IG-20 2xGrey"
"LAMI 5+5ka IG-27 Opal+Grey","LG","FactoryPurchase","tuotteet","LG-23951202","LG23951202","true","Product Options","false","LAMI 5+5ka IG-27 Opal+Grey"
"LAMI 5+5ka IG-42 Grey","LG","FactoryPurchase","tuotteet","LG-23951204","LG23951204","true","Product Options","false","LAMI 5+5ka IG-42 Grey"
"LAMI 5+5ka IG-09 Dark brown","LG","FactoryPurchase","tuotteet","LG-23951206","LG23951206","true","Product Options","false","LAMI 5+5ka IG-09 Dark brown"
"LAMI 5+5ka IG-28 Mid brown","LG","FactoryPurchase","tuotteet","LG-23951207","LG23951207","true","Product Options","false","LAMI 5+5ka IG-28 Mid brown"
"LAMI 5+5ka IG-55 Light brown","LG","FactoryPurchase","tuotteet","LG-23951208","LG23951208","true","Product Options","false","LAMI 5+5ka IG-55 Light brown"
"Hintaparametri HR2_maalauslisä","LG","FactoryPurchase","tuotteet","LG-PD9000558","LGPD9000558","true","Product Options","false",""
"Hintaparametri HR3_maalauslisä","LG","FactoryPurchase","tuotteet","LG-PD9000559","LGPD9000559","true","Product Options","false",""
