"Name","Product_Group__c","Cost_Category__c","Cost_Type__c","ProductCode","Unique_ProductCode__c","IsActive","Product_Category__c","Manual_Processing__c","Product_Name_EN__c"
"hintaparametri AVAUTUVA_PINTA_ALA","LG","Wages","asennus","LG-PD9000560","LGPD9000560","true","Product Options","false",""
"hintaparametri KEHA_JM väliseinä LCE avautuva","LG","FactoryPurchase","tuotteet","LG-PD9000561","LGPD9000561","true","Product Options","false",""
"hintaparametri PINTA_ALA  väliseinä  LCE avautuva","LG","FactoryPurchase","tuotteet","LG-PD9000562","LGPD9000562","true","Product Options","false",""
"hintaparametri MALLI 1 väliseinä  LCE avautuva","LG","FactoryPurchase","tuotteet","LG-PD9000563","LGPD9000563","true","Product Options","false",""
"hintaparametri VERHOUS_PA väliseinä  LCE avautuva","LG","FactoryPurchase","tuotteet","LG-PD9000564","LGPD9000564","true","Product Options","false",""
"LAMI 5+5ka IG-50 Opal+Green","LG","FactoryPurchase","tuotteet","LG-23951209","LG23951209","true","Product Options","false","LAMI 5+5ka IG-50 Opal+Green"
"LAMI 5+5ka IG-56 2xGreen","LG","FactoryPurchase","tuotteet","LG-23951210","LG23951210","true","Product Options","false","LAMI 5+5ka IG-56 2xGreen"
"LAMI 5+5ka IG-73 Green","LG","FactoryPurchase","tuotteet","LG-23951212","LG23951212","true","Product Options","false","LAMI 5+5ka IG-73 Green"
"hintaparametri Lisäjiiri  LCE","LG","FactoryPurchase","tuotteet","LG-PD9000565","LGPD9000565","true","Product Options","false",""
"Hintaparametri Kaari LCE","LG","FactoryPurchase","tuotteet","LG-PD9000566","LGPD9000566","true","Product Options","false",""
"hintaparametri LCE kirkas 3+3","LG","FactoryPurchase","tuotteet","LG-PD9000568","LGPD9000568","true","Product Options","false",""
"hintaparametri LCE kirkas 4+4","LG","FactoryPurchase","tuotteet","LG-PD9000569","LGPD9000569","true","Product Options","false",""
"hintaparametri LCE valkoinen 3+3","LG","FactoryPurchase","tuotteet","LG-PD9000570","LGPD9000570","true","Product Options","false",""
"hintaparametri LCE valkoinen 4+4","LG","FactoryPurchase","tuotteet","LG-PD9000571","LGPD9000571","true","Product Options","false",""
"hintaparametri LCE stippolyte 4mm","LG","FactoryPurchase","tuotteet","LG-PD9000572","LGPD9000572","true","Product Options","false",""
"hintaparametri LCE kirkas 6mm","LG","FactoryPurchase","tuotteet","LG-PD9000573","LGPD9000573","true","Product Options","false",""
"Hintaparametri h-lista","LG","FactoryPurchase","tuotteet","LG-PD9002000","LGPD9002000","true","Product Options","false",""
"LAMI 5+5ka IG-88 Clear","LG","FactoryPurchase","tuotteet","LG-23951214","LG23951214","true","Product Options","false","LAMI 5+5ka IG-88 Clear"
"Hintaparametri F-lista","LG","FactoryPurchase","tuotteet","LG-PD9002001","LGPD9002001","true","Product Options","false",""
"LAMI 5+5ka Opal IG 65","LG","FactoryPurchase","tuotteet","LG-23951216","LG23951216","true","Product Options","false","LAMI 5+5ka Opal IG 65"
"Hintaparametri h-lista tupla","LG","FactoryPurchase","tuotteet","LG-PD9002002","LGPD9002002","true","Product Options","false",""
"Hintaparametri F-lista tupla","LG","FactoryPurchase","tuotteet","LG-PD9002003","LGPD9002003","true","Product Options","false",""
"Hintaparametri h-lista tupla liukulistalla","LG","FactoryPurchase","tuotteet","LG-PD9002004","LGPD9002004","true","Product Options","false",""
"Hintaparametri F-lista tupla liukulistalla","LG","FactoryPurchase","tuotteet","LG-PD9002005","LGPD9002005","true","Product Options","false",""
"Hintaparametri U-Profiili","LG","FactoryPurchase","tuotteet","LG-PD9002006","LGPD9002006","true","Product Options","false",""
"Price parameter Plexiglas 8mm 600*2500mm","LG","FactoryPurchase","tuotteet","LG-PD9002007","LGPD9002007","true","Product Options","false",""
"Price parameter Hard-expo skiva 1200*1000mm","LG","FactoryPurchase","tuotteet","LG-PD9002008","LGPD9002008","true","Product Options","false",""
"LAMI 5+5 IG-42 Grey","LG","FactoryPurchase","tuotteet","LG-23951004","LG23951004","true","Product Options","false","LAMI 5+5 IG-42 Grey"
"LAMI 5+5 IG-09 Dark brown","LG","FactoryPurchase","tuotteet","LG-23951006","LG23951006","true","Product Options","false","LAMI 5+5 IG-09 Dark brown"
"LAMI 5+5 IG-28 Mid brown","LG","FactoryPurchase","tuotteet","LG-23951007","LG23951007","true","Product Options","false","LAMI 5+5 IG-28 Mid brown"
"LAMI 5+5 IG-55 Light brown","LG","FactoryPurchase","tuotteet","LG-23951008","LG23951008","true","Product Options","false","LAMI 5+5 IG-55 Light brown"
"Price parameter Montage tak 1 dag med extra montör","LG","Wages","asennus","LG-PD9002010","LGPD9002010","true","Product Options","false",""
"Price parameter Timarbete","LG","Wages","asennus","LG-PD9002011","LGPD9002011","true","Product Options","false",""
"Price parameter Kanalplast (klar eller opal)","LG","FactoryPurchase","tuotteet","LG-PD9002009","LGPD9002009","true","Product Options","false",""
"LAMI 5ka+5ka Polar White","LG","FactoryPurchase","tuotteet","LG-23951329","LG23951329","true","Product Options","false","LAMI 5ka+5ka Polar White"
"LAMI 5ka+5ka (Special)","LG","FactoryPurchase","tuotteet","LG-23951399","LG23951399","true","Product Options","false","LAMI 5ka+5ka (Special)"
"z Laminoitu lasi 3+3 IG 88","LG","FactoryPurchase","tuotteet","LG-23952005","LG23952005","true","Product Options","false",""
"Z Laminoitu lasi 3+3 IG 42","LG","FactoryPurchase","tuotteet","LG-23952006","LG23952006","true","Product Options","false",""
"Edge Seal 30mm","LG","FactoryPurchase","tuotteet","LG-PD9240183","LGPD9240183","true","Product Options","false","Edge Seal 30mm"
"Edge Seal corner","LG","FactoryPurchase","tuotteet","LG-PD9240184","LGPD9240184","true","Product Options","false","Edge Seal corner"
"Reclamation component box LGR","LG","FactoryPurchase","tuotteet","LG-PD9240186","LGPD9240186","true","Product Options","false","Reclamation component box LGR"
"LG Blinds Installation 3","LG","Wages","asennus3","LG-PD9240200","LGPD9240200","true","Services","false","Blinds_installation"
"Systemangle_installation","LG","Wages","asennus3","LG-PD9240201","LGPD9240201","true","Services","false","Systemangle_installation"
"Glass 6mm_installation","LG","Wages","asennus3","LG-PD9240202","LGPD9240202","true","Services","false","Glass 6mm_installation"
"Glass 8mm_installation","LG","Wages","asennus3","LG-PD9240203","LGPD9240203","true","Services","false","Glass 8mm_installation"
"Glass 10mm_installation","LG","Wages","asennus3","LG-PD9240204","LGPD9240204","true","Services","false","Glass 10mm_installation"
"Glass 12mm_installation","LG","Wages","asennus3","LG-PD9240205","LGPD9240205","true","Services","false","Glass 12mm_installation"
"Balcony_installation","LG","Wages","asennus3","LG-PD9240206","LGPD9240206","true","Services","false","Balcony_installation"
"Length_installation","LG","Wages","asennus3","LG-PD9240207","LGPD9240207","true","Services","false","Length_installation"
"Side_installation","LG","Wages","asennus3","LG-PD9240208","LGPD9240208","true","Services","false","Side_installation"
"Site_installation","LG","Wages","asennus3","LG-PD9240209","LGPD9240209","true","Services","false","Site_installation"
"Glass over 2200mm high","LG","Wages","asennus3","LG-PD9240210","LGPD9240210","true","Services","false","Glass over 2200mm high"
"Glass over 2500mm high_installation1","LG","Wages","asennus1","LG-PD9240211","LGPD9240211","true","Services","false","Glass over 2500mm high_installation1"
"Glass over 2500mm high_installation2","LG","Wages","asennus2","LG-PD9240212","LGPD9240212","true","Services","false","Glass over 2500mm high_installation2"
"Glass over 2500mm high_installation3","LG","Wages","asennus3","LG-PD9240213","LGPD9240213","true","Services","false","Glass over 2500mm high_installation3"
"Middle handle_installation1","LG","Wages","asennus1","LG-PD9240214","LGPD9240214","true","Services","false","Middle handle_installation1"
"Middle handle_installation2","LG","Wages","asennus2","LG-PD9240215","LGPD9240215","true","Services","false","Middle handle_installation2"
"Middle handle_installation3","LG","Wages","asennus3","LG-PD9240216","LGPD9240216","true","Services","false","Middle handle_installation3"
"LG Blinds Installation 2","LG","Wages","asennus2","LG-PD9240129","LGPD9240129","true","Services","false","Blinds_installation"
"Extension profile","LG","FactoryPurchase","tuotteet","LG-11116211","LG11116211","true","Product Options","false","Extension profile"
"Edge seal 20mm","LG","FactoryPurchase","tuotteet","LG-54042014","LG54042014","true","Product Options","false","Edge seal 20mm"
"Edge seal 30mm","LG","FactoryPurchase","tuotteet","LG-54042024","LG54042024","true","Product Options","false","Edge seal 30mm"
"Corner seal","LG","FactoryPurchase","tuotteet","LG-54042026","LG54042026","true","Product Options","false","Corner seal"
"Systemangle_installation","LG","Wages","asennus2","LG-PD9240130","LGPD9240130","true","Services","false","Systemangle_installation"
"Glass 6mm Installation","LG","Wages","asennus2","LG-PD9240131","LGPD9240131","true","Services","false","Glass 6mm Installation"
"Glass 8mm_installation","LG","Wages","asennus2","LG-PD9240132","LGPD9240132","true","Services","false","Glass 8mm_installation"
"Glass 10mm_installation","LG","Wages","asennus2","LG-PD9240133","LGPD9240133","true","Services","false","Glass 10mm_installation"
"Balcony_installation","LG","Wages","asennus2","LG-PD9240135","LGPD9240135","true","Services","false","Balcony_installation"
"Length_installation","LG","Wages","asennus2","LG-PD9240136","LGPD9240136","true","Services","false","Length_installation"
"Side_installation","LG","Wages","asennus2","LG-PD9240137","LGPD9240137","true","Services","false","Side_installation"
"LG Site Installation","LG","Wages","asennus2","LG-PD9240138","LGPD9240138","true","Services","false","LG Site Installation"
"Glass over 2200mm high","LG","Wages","asennus2","LG-PD9240139","LGPD9240139","true","Services","false","Glass over 2200mm high"
"Blinds_installation hours","LG","Manhours","askuormitu","LG-PD9240140","LGPD9240140","true","Services","false","Blinds_installation hours"
"Systemangle_installation hours","LG","Manhours","askuormitu","LG-PD9240141","LGPD9240141","true","Services","false","Systemangle_installation hours"
"Glass 6mm_installation hours","LG","Manhours","askuormitu","LG-PD9240142","LGPD9240142","true","Services","false","Glass 6mm_installation hours"
"Glass 8mm_installation hours","LG","Manhours","askuormitu","LG-PD9240143","LGPD9240143","true","Services","false","Glass 8mm_installation hours"
"Glass 10mm_installation hours","LG","Manhours","askuormitu","LG-PD9240144","LGPD9240144","true","Services","false","Glass 10mm_installation hours"
"Balcony_installation hours","LG","Manhours","askuormitu","LG-PD9240146","LGPD9240146","true","Services","false","Balcony_installation hours"
"Length_installation hours","LG","Manhours","askuormitu","LG-PD9240147","LGPD9240147","true","Services","false","Length_installation hours"
"Side_installation hours","LG","Manhours","askuormitu","LG-PD9240148","LGPD9240148","true","Services","false","Side_installation hours"
"Site_installation hours","LG","Manhours","askuormitu","LG-PD9240149","LGPD9240149","true","Services","false","Site_installation hours"
"LAMI 5+5ka Deep Red","LG","FactoryPurchase","tuotteet","LG-23951228","LG23951228","true","Product Options","false","LAMI 5+5ka Deep Red"
"LAMI 5+5ka Polar White","LG","FactoryPurchase","tuotteet","LG-23951229","LG23951229","true","Product Options","false","LAMI 5+5ka Polar White"
"LAMI 5+5ka (Special)","LG","FactoryPurchase","tuotteet","LG-23951299","LG23951299","true","Product Options","false","LAMI 5+5ka (Special)"
"LAMI 5ka+5ka IG-20 2xGrey","LG","FactoryPurchase","tuotteet","LG-23951301","LG23951301","true","Product Options","false","LAMI 5ka+5ka IG-20 2xGrey"
"LAMI 5ka+5ka IG-27 Opal+Grey","LG","FactoryPurchase","tuotteet","LG-23951302","LG23951302","true","Product Options","false","LAMI 5ka+5ka IG-27 Opal+Grey"
"LAMI 5ka+5ka IG-42 Grey","LG","FactoryPurchase","tuotteet","LG-23951304","LG23951304","true","Product Options","false","LAMI 5ka+5ka IG-42 Grey"
"LAMI 5ka+5ka IG-09 Mid brown","LG","FactoryPurchase","tuotteet","LG-23951306","LG23951306","true","Product Options","false","LAMI 5ka+5ka IG-09 Mid brown"
"Site Freight LG","LG","SalesFreight","rahti1","LG-PD9240153","LGPD9240153","true","Shipping Costs","false","Site Freight LG"
"Glass over 2200mm high_installation hours","LG","Manhours","askuormitu","LG-PD9240150","LGPD9240150","true","Services","false","Glass over 2200mm high_installation hours"
"Installation supplies_glass","LG","InstallSupplies","as.tarvike","LG-PD9240151","LGPD9240151","true","Services","false","Installation supplies_glass"
"Installation supplies_balcony","LG","InstallSupplies","as.tarvike","LG-PD9240152","LGPD9240152","true","Services","false","Installation supplies_balcony"
"Balcony_freight","LG","SalesFreight","rahti1","LG-PD9240154","LGPD9240154","true","Shipping Costs","false","Balcony_freight"
"Freight_8mm","LG","SalesFreight","rahti1","LG-PD9240156","LGPD9240156","true","Shipping Costs","false","Freight_8mm"
"Freight_10mm","LG","SalesFreight","rahti1","LG-PD9240157","LGPD9240157","true","Shipping Costs","false","Freight_10mm"
"Freight_length over 2400mm","LG","SalesFreight","rahti1","LG-PD9240160","LGPD9240160","true","Shipping Costs","false","Freight_length over 2400mm"
"LG Site Freight","LG","SalesFreight","rahti2","LG-PD9240161","LGPD9240161","true","Shipping Costs","false","LG Site Freight"
"LG Balcony Freight","LG","SalesFreight","rahti2","LG-PD9240162","LGPD9240162","true","Shipping Costs","false","LG Balcony Freight"
"Freight_6mm","LG","SalesFreight","rahti2","LG-PD9240163","LGPD9240163","true","Shipping Costs","false","Freight_6mm"
"Freight_8mm","LG","SalesFreight","rahti2","LG-PD9240164","LGPD9240164","true","Shipping Costs","false","Freight_8mm"
"Freight_10mm","LG","SalesFreight","rahti2","LG-PD9240165","LGPD9240165","true","Shipping Costs","false","Freight_10mm"
"Freight_12mm","LG","SalesFreight","rahti2","LG-PD9240166","LGPD9240166","true","Shipping Costs","false","Freight_12mm"
"Freight_width over 800mm","LG","SalesFreight","rahti2","LG-PD9240167","LGPD9240167","true","Shipping Costs","false","Freight_width over 800mm"
"Freight_length over 2400mm","LG","SalesFreight","rahti2","LG-PD9240168","LGPD9240168","true","Shipping Costs","false","Freight_length over 2400mm"
"Site_freight","LG","SalesFreight","rahti3","LG-PD9240169","LGPD9240169","true","Shipping Costs","false","Site_freight"
"Balcony_freight","LG","SalesFreight","rahti3","LG-PD9240170","LGPD9240170","true","Shipping Costs","false","Balcony_freight"
"Freight_6mm","LG","SalesFreight","rahti3","LG-PD9240171","LGPD9240171","true","Shipping Costs","false","Freight_6mm"
"Freight_8mm","LG","SalesFreight","rahti3","LG-PD9240172","LGPD9240172","true","Shipping Costs","false","Freight_8mm"
"Freight_10mm","LG","SalesFreight","rahti3","LG-PD9240173","LGPD9240173","true","Shipping Costs","false","Freight_10mm"
"Freight_12mm","LG","SalesFreight","rahti3","LG-PD9240174","LGPD9240174","true","Shipping Costs","false","Freight_12mm"
"Freight_width over 800mm","LG","SalesFreight","rahti3","LG-PD9240175","LGPD9240175","true","Shipping Costs","false","Freight_width over 800mm"
"Freight_length over 2400mm","LG","SalesFreight","rahti3","LG-PD9240176","LGPD9240176","true","Shipping Costs","false","Freight_length over 2400mm"
"Wall Profile 11240001+11246002","LG","FactoryPurchase","tuotteet","LG-PD9240181","LGPD9240181","true","Product Options","false","Wall Profile 11240001+11246002"
"Edge Seal 20mm","LG","FactoryPurchase","tuotteet","LG-PD9240182","LGPD9240182","true","Product Options","false","Edge Seal 20mm"
"LAMI 5ka+5ka IG-28 Mid bown","LG","FactoryPurchase","tuotteet","LG-23951307","LG23951307","true","Product Options","false","LAMI 5ka+5ka IG-28 Mid bown"
"LAMI 5ka+5ka IG-55 Light brown","LG","FactoryPurchase","tuotteet","LG-23951308","LG23951308","true","Product Options","false","LAMI 5ka+5ka IG-55 Light brown"
"LAMI 5ka+5ka IG-50 Opal+Green","LG","FactoryPurchase","tuotteet","LG-23951309","LG23951309","true","Product Options","false","LAMI 5ka+5ka IG-50 Opal+Green"
"Z Laminoitu lasi 3+3 IG 09","LG","FactoryPurchase","tuotteet","LG-23952008","LG23952008","true","Product Options","false",""
"Z laminoitu lasi 3+3 IG 28","LG","FactoryPurchase","tuotteet","LG-23952009","LG23952009","true","Product Options","false",""
"Z Laminoitu lasi 3+3 IG 55","LG","FactoryPurchase","tuotteet","LG-23952010","LG23952010","true","Product Options","false",""
"LAMI 5ka+5ka IG-56 2xGreen","LG","FactoryPurchase","tuotteet","LG-23951310","LG23951310","true","Product Options","false","LAMI 5ka+5ka IG-56 2xGreen"
"LAMI 5ka+5ka IG-73 Green","LG","FactoryPurchase","tuotteet","LG-23951312","LG23951312","true","Product Options","false","LAMI 5ka+5ka IG-73 Green"
"LAMI 5ka+5ka IG-88 Clear","LG","FactoryPurchase","tuotteet","LG-23951314","LG23951314","true","Product Options","false","LAMI 5ka+5ka IG-88 Clear"
"LAMI 5ka+5ka Opal IG 65","LG","FactoryPurchase","tuotteet","LG-23951316","LG23951316","true","Product Options","false","LAMI 5ka+5ka Opal IG 65"
"LAMI 5+5ka IG-53 2xBlue","LG","FactoryPurchase","tuotteet","LG-23951220","LG23951220","true","Product Options","false","LAMI 5+5ka IG-53 2xBlue"
"LAMI 5+5ka IG-71 Blue","LG","FactoryPurchase","tuotteet","LG-23951222","LG23951222","true","Product Options","false","LAMI 5+5ka IG-71 Blue"
"LAMI 5+5ka True Blue","LG","FactoryPurchase","tuotteet","LG-23951223","LG23951223","true","Product Options","false","LAMI 5+5ka True Blue"
"LAMI 5ka+5ka IG-80 Light opal","LG","FactoryPurchase","tuotteet","LG-23951317","LG23951317","true","Product Options","false","LAMI 5ka+5ka IG-80 Light opal"
"LAMI 5ka+5ka IG-49 Opal+Blue","LG","FactoryPurchase","tuotteet","LG-23951319","LG23951319","true","Product Options","false","LAMI 5ka+5ka IG-49 Opal+Blue"
"LAMI 5ka+5ka IG-53 2xBlue","LG","FactoryPurchase","tuotteet","LG-23951320","LG23951320","true","Product Options","false","LAMI 5ka+5ka IG-53 2xBlue"
"Z Laminoitu lasi 3+3 IG 73","LG","FactoryPurchase","tuotteet","LG-23952012","LG23952012","true","Product Options","false",""
"Z LAMI","LG","FactoryPurchase","tuotteet","LG-23952014","LG23952014","true","Product Options","false",""
"Z Laminoitu lasi 3+3  opaali IG 80","LG","FactoryPurchase","tuotteet","LG-23952015","LG23952015","true","Product Options","false",""
"LAMI 5ka+5ka IG-71 Blue","LG","FactoryPurchase","tuotteet","LG-23951322","LG23951322","true","Product Options","false","LAMI 5ka+5ka IG-71 Blue"
"LAMI 5ka+5ka True Blue","LG","FactoryPurchase","tuotteet","LG-23951323","LG23951323","true","Product Options","false","LAMI 5ka+5ka True Blue"
"LAMI 5ka+5ka Deep Red","LG","FactoryPurchase","tuotteet","LG-23951328","LG23951328","true","Product Options","false","LAMI 5ka+5ka Deep Red"
"Z Side Facia Extrusion x 21' (252'')","LG","FactoryPurchase","tuotteet","LG-11800060","LG11800060","true","Product Options","false","Z Side Facia Extrusion x 21' (252'')"
"Z Levelling U Channel x 90""","LG","FactoryPurchase","tuotteet","LG-11800062","LG11800062","true","Product Options","false","Z Levelling U Channel x 90"""
"Z Levelling U Channel x 135""","LG","FactoryPurchase","tuotteet","LG-11800063","LG11800063","true","Product Options","false","Z Levelling U Channel x 135"""
"Z Levelling U Channel x 180""","LG","FactoryPurchase","tuotteet","LG-11800064","LG11800064","true","Product Options","false","Z Levelling U Channel x 180"""
"Roof rafter","LG","FactoryPurchase","tuotteet","LG-11780001","LG11780001","true","Product Options","false","Roof rafter"
"Front beam","LG","FactoryPurchase","tuotteet","LG-11780002","LG11780002","true","Product Options","false","Front beam"
"Post 70x70","LG","FactoryPurchase","tuotteet","LG-11780003","LG11780003","true","Product Options","false","Post 70x70"
"Rear beam","LG","FactoryPurchase","tuotteet","LG-11780004","LG11780004","true","Product Options","false","Rear beam"
"Hintaparametri Claddingseam","LG","FactoryPurchase","tuotteet","LG-PD9390110","LGPD9390110","true","Product Options","false",""
"Hintaparametri Special order","LG","FactoryPurchase","tuotteet","LG-PD9390111","LGPD9390111","true","Product Options","false",""
"Priceparameter Silk Price Group1","LG","FactoryPurchase","tuotteet","LG-PD9390112","LGPD9390112","true","Product Options","false",""
"Priceparameter Silk Price Group2","LG","FactoryPurchase","tuotteet","LG-PD9390113","LGPD9390113","true","Product Options","false",""
"Z Heavy Duty Box Beam","LG","FactoryPurchase","tuotteet","LG-11800074","LG11800074","true","Product Options","false","Z Heavy Duty Box Beam"
"Priceparameter Silk Price Group3","LG","FactoryPurchase","tuotteet","LG-PD9390114","LGPD9390114","true","Product Options","false",""
"Priceparameter Full Silkprinting","LG","FactoryPurchase","tuotteet","LG-PD9390115","LGPD9390115","true","Product Options","false",""
"Priceparameter Partial Silkprinting","LG","FactoryPurchase","tuotteet","LG-PD9390116","LGPD9390116","true","Product Options","false",""
"Priceparameter Silk Pattern 1","LG","FactoryPurchase","tuotteet","LG-PD9390117","LGPD9390117","true","Product Options","false",""
"Priceparameter Silk Pattern 2","LG","FactoryPurchase","tuotteet","LG-PD9390118","LGPD9390118","true","Product Options","false",""
"Priceparameter Silk Pattern 3","LG","FactoryPurchase","tuotteet","LG-PD9390119","LGPD9390119","true","Product Options","false",""
"Priceparameter Silk Pattern 4","LG","FactoryPurchase","tuotteet","LG-PD9390120","LGPD9390120","true","Product Options","false",""
"Priceparameter Silk Pattern 5","LG","FactoryPurchase","tuotteet","LG-PD9390121","LGPD9390121","true","Product Options","false",""
"Priceparameter Silk Pattern 6","LG","FactoryPurchase","tuotteet","LG-PD9390122","LGPD9390122","true","Product Options","false",""
"Bracket (50x60) (0)","LG","FactoryPurchase","tuotteet","LG-PD9240080","LGPD9240080","true","Product Options","false","Bracket (50x60) (0)"
"Bracket (60x50) (10)","LG","FactoryPurchase","tuotteet","LG-PD9240081","LGPD9240081","true","Product Options","false","Bracket (60x50) (10)"
"Bracket (50x90) (0)","LG","FactoryPurchase","tuotteet","LG-PD9240082","LGPD9240082","true","Product Options","false","Bracket (50x90) (0)"
"Bracket (90x50) (40)","LG","FactoryPurchase","tuotteet","LG-PD9240083","LGPD9240083","true","Product Options","false","Bracket (90x50) (40)"
"Bracket+slide (65x70) (20)","LG","FactoryPurchase","tuotteet","LG-PD9240084","LGPD9240084","true","Product Options","false","Bracket+slide (65x70) (20)"
"Bracket+slide (75x60) (30)","LG","FactoryPurchase","tuotteet","LG-PD9240085","LGPD9240085","true","Product Options","false","Bracket+slide (75x60) (30)"
"Bracket+slide (65x100) (20)","LG","FactoryPurchase","tuotteet","LG-PD9240086","LGPD9240086","true","Product Options","false","Bracket+slide (65x100) (20)"
"Bracket+slide (105x60) (60)","LG","FactoryPurchase","tuotteet","LG-PD9240087","LGPD9240087","true","Product Options","false","Bracket+slide (105x60) (60)"
"Bracket+2xslide (115x95) (70)","LG","FactoryPurchase","tuotteet","LG-PD9240088","LGPD9240088","true","Product Options","false","Bracket+2xslide (115x95) (70)"
"Continuous bracket 60x50","LG","FactoryPurchase","tuotteet","LG-PD9240089","LGPD9240089","true","Product Options","false","Continuous bracket 60x50"
"Continuous bracket 90x50","LG","FactoryPurchase","tuotteet","LG-PD9240091","LGPD9240091","true","Product Options","false","Continuous bracket 90x50"
"Continuous bracket 50x90","LG","FactoryPurchase","tuotteet","LG-PD9240090","LGPD9240090","true","Product Options","false","Continuous bracket 50x90"
"Continuous bracket 11223004 + slide (60x70) (20)","LG","FactoryPurchase","tuotteet","LG-PD9240092","LGPD9240092","true","Product Options","false","Continuous bracket 11223004 + slide (60x70) (20)"
"Continuous bracket 11223004 + slide (70x60) (30)","LG","FactoryPurchase","tuotteet","LG-PD9240093","LGPD9240093","true","Product Options","false","Continuous bracket 11223004 + slide (70x60) (30)"
"Continuous bracket 11223005 + slide (60x100) (20)","LG","FactoryPurchase","tuotteet","LG-PD9240094","LGPD9240094","true","Product Options","false","Continuous bracket 11223005 + slide (60x100) (20)"
"Continuous bracket 11223005 + slide (100x60) (50)","LG","FactoryPurchase","tuotteet","LG-PD9240095","LGPD9240095","true","Product Options","false","Continuous bracket 11223005 + slide (100x60) (50)"
"Lower latch","LG","FactoryPurchase","tuotteet","LG-PD9240061","LGPD9240061","true","Product Options","false","Lower latch"
"Lower latch + child lock","LG","FactoryPurchase","tuotteet","LG-PD9240062","LGPD9240062","true","Product Options","false","Lower latch + child lock"
"Handle 1 - sided (NO LOCK BODY)","LG","FactoryPurchase","tuotteet","LG-PD9240063","LGPD9240063","true","Product Options","false","Handle 1 - sided (NO LOCK BODY)"
"Handle 1 - sided (key + knob)","LG","FactoryPurchase","tuotteet","LG-PD9240064","LGPD9240064","true","Product Options","false","Handle 1 - sided (key + knob)"
"Handle 1 - sided (key + key)","LG","FactoryPurchase","tuotteet","LG-PD9240065","LGPD9240065","true","Product Options","false","Handle 1 - sided (key + key)"
"Handle 2 - sided (key + knob)","LG","FactoryPurchase","tuotteet","LG-PD9240066","LGPD9240066","true","Product Options","false","Handle 2 - sided (key + knob)"
"Handle 2 - sided (key + key)","LG","FactoryPurchase","tuotteet","LG-PD9240067","LGPD9240067","true","Product Options","false","Handle 2 - sided (key + key)"
"Pull tab","LG","FactoryPurchase","tuotteet","LG-PD9240068","LGPD9240068","true","Product Options","false","Pull tab"
"Embedded system","LG","FactoryPurchase","tuotteet","LG-PD9240112","LGPD9240112","true","Product Options","false","Embedded system"
"Outswing","LG","FactoryPurchase","tuotteet","LG-PD9240117","LGPD9240117","true","Product Options","false","Outswing"
"Middle lift handle","LG","FactoryPurchase","tuotteet","LG-PD9240220","LGPD9240220","true","Product Options","false","Middle lift handle"
"Stacking device","LG","FactoryPurchase","tuotteet","LG-PD9240221","LGPD9240221","true","Product Options","false","Stacking device"
"Sound insulation seals","LG","FactoryPurchase","tuotteet","LG-PD9220067","LGPD9220067","true","Product Options","false","Sound insulation seals"
"White transparent","LG","FactoryPurchase","verhot","LG-PD9240113","LGPD9240113","true","Product Options","false","White transparent"
"Glass 12mm_installation","LG","Wages","asennus2","LG-PD9240134","LGPD9240134","true","Services","false","Glass 12mm_installation"
"Glass 12mm_installation hours","LG","Manhours","askuormitu","LG-PD9240145","LGPD9240145","true","Services","false","Glass 12mm_installation hours"
"Priceparameter Silk Pattern 7","LG","FactoryPurchase","tuotteet","LG-PD9390123","LGPD9390123","true","Product Options","false","Priceparameter Silk Pattern 7"
"Priceparameter Silk Pattern 8","LG","FactoryPurchase","tuotteet","LG-PD9390124","LGPD9390124","true","Product Options","false","Priceparameter Silk Pattern 8"
"Priceparameter Silk Pattern Special","LG","FactoryPurchase","tuotteet","LG-PD9390125","LGPD9390125","true","Product Options","false",""
"Hintaparametri Kaideverho Harmaa läpinäkyvä 3502","LG","FactoryPurchase","verhot","LG-PD9390150","LGPD9390150","true","Product Options","false",""
"Hintaparametri Kaideverho Valkoinen läpinäkyvä 3501","LG","FactoryPurchase","verhot","LG-PD9390151","LGPD9390151","true","Product Options","false",""
"Gutter","LG","FactoryPurchase","tuotteet","LG-11780005","LG11780005","true","Product Options","false","Gutter"
"16mm F-profile","LG","FactoryPurchase","tuotteet","LG-11780008","LG11780008","true","Product Options","false","16mm F-profile"
"16mm U-profile","LG","FactoryPurchase","tuotteet","LG-11780009","LG11780009","true","Product Options","false","16mm U-profile"
"Strong front beam","LG","FactoryPurchase","tuotteet","LG-11780011","LG11780011","true","Product Options","false","Strong front beam"
"U-profile 72x80 VT4","LG","FactoryPurchase","tuotteet","LG-11780013","LG11780013","true","Product Options","false","U-profile 72x80 VT4"
"Hintaparametri Kaideverho Harmaa","LG","FactoryPurchase","verhot","LG-PD9390152","LGPD9390152","true","Product Options","false",""
"Hintaparametri Kaideverho Valkoinen","LG","FactoryPurchase","verhot","LG-PD9390153","LGPD9390153","true","Product Options","false",""
"Hintaparametri SIVU_asennus","LG","Wages","asennus1","LG-PD9390200","LGPD9390200","true","Product Options","false",""
"Rear beam","LG","FactoryPurchase","tuotteet","LG-11780015","LG11780015","true","Product Options","false","Rear beam"
"Z Large 'F' Section Extrusion (Lin FT)","LG","FactoryPurchase","tuotteet","LG-11800001","LG11800001","true","Product Options","false","Z Large 'F' Section Extrusion (Lin FT)"
